subject,session,trial,serialpos,word,recalled,embedding_fidelity,raw_cosine,centered_cosine,true_word_percentile,centered_true_word_percentile
LTP269,20,2,2,CREVICE,0,0.8647855222575772,0.8647855222575772,-0.2236694843945157,0.688695652173913,0.017391304347826
LTP269,20,2,3,TYPIST,0,0.8935440395307328,0.8935440395307328,0.1500826555390203,0.9982608695652174,0.9060869565217392
LTP269,20,2,4,PEACH,0,0.8442196095487753,0.8442196095487753,0.1104835431161205,0.4139130434782608,0.8208695652173913
LTP269,20,2,5,NOTEBOOK,0,0.7937874450772322,0.7937874450772322,0.0429565036332238,0.0660869565217391,0.6730434782608696
LTP269,20,2,6,FEMALE,0,0.7947129014434217,0.7947129014434217,-0.0382603380022924,0.0782608695652173,0.4347826086956522
LTP269,20,2,7,FOOT,0,0.7943475151007023,0.7943475151007023,0.1404345379990048,0.0747826086956521,0.8817391304347826
LTP269,20,2,8,STUDENT,0,0.8370243300625413,0.8370243300625413,0.1193317730586802,0.351304347826087,0.8486956521739131
LTP269,20,2,9,PASTA,0,0.8625497896067844,0.8625497896067844,0.0563308813437387,0.662608695652174,0.6817391304347826
LTP269,20,2,10,PICTURE,0,0.8329060314333113,0.8329060314333113,0.1784940871307991,0.2973913043478261,0.9443478260869566
LTP269,20,2,11,PLATE,0,0.7916289972610675,0.7916289972610675,0.0647743140273245,0.0608695652173912,0.7130434782608696
LTP269,20,2,12,ATOM,0,0.77413620249716,0.77413620249716,-0.0209019915045001,0.017391304347826,0.4765217391304348
LTP269,20,2,13,PROTON,1,0.8246632323466414,0.8246632323466414,0.0093408228643375,0.2104347826086956,0.5913043478260869
LTP269,20,2,14,RUG,1,0.8271122745125519,0.8271122745125519,-0.069884273344245,0.2208695652173913,0.2921739130434783
LTP269,20,2,15,TEACHER,0,0.858464881987048,0.858464881987048,0.2787306083747902,0.6295652173913043,0.9878260869565216
LTP269,20,2,16,HAWK,0,0.7887539772780621,0.7887539772780621,-0.2219459077347732,0.0521739130434782,0.0365217391304347
LTP269,20,2,17,TRIBE,0,0.8620301858179786,0.8620301858179786,-0.003118392523574,0.6469565217391304,0.511304347826087
LTP269,20,2,18,FOOTBALL,0,0.8409637983532885,0.8409637983532885,0.0311343259066667,0.3721739130434782,0.6208695652173912
LTP269,20,2,19,WOMAN,0,0.8511693006432111,0.8511693006432111,0.0844837521881831,0.5026086956521739,0.7704347826086957
LTP269,20,2,20,CRATER,0,0.8683628752094327,0.8683628752094327,-0.0090915808960823,0.7391304347826086,0.5043478260869565
LTP269,20,2,21,TUTU,0,0.8026956050547869,0.8026956050547869,0.0853924923495762,0.0921739130434782,0.7773913043478261
LTP269,20,2,22,DRESS,0,0.8619573477740176,0.8619573477740176,-0.1185032414192617,0.6834782608695652,0.16
LTP269,20,2,23,SHELTER,1,0.8241900036474112,0.8241900036474112,-0.1086414886860512,0.2208695652173913,0.1617391304347826
LTP269,20,2,24,KEEPER,0,0.8249782984174262,0.8249782984174262,-0.0039670882032451,0.2121739130434782,0.4886956521739131
LTP269,20,3,1,ROCKET,1,0.88936107380921,0.88936107380921,-0.0789982688651765,0.9739130434782608,0.2852173913043478
LTP269,20,3,2,DOLPHIN,1,0.8425470776559035,0.8425470776559035,-0.0975191507201407,0.3860869565217391,0.1965217391304348
LTP269,20,3,3,FLIPPER,1,0.8440455312394152,0.8440455312394152,0.0915275669235845,0.3756521739130435,0.8121739130434783
LTP269,20,3,4,GYMNAST,1,0.8589025158038287,0.8589025158038287,-0.1298916188004271,0.6086956521739131,0.1339130434782608
LTP269,20,3,5,MEDAL,1,0.8463731488238049,0.8463731488238049,-0.0825050760763952,0.4260869565217391,0.1947826086956522
LTP269,20,3,6,LEADER,1,0.8128629843998634,0.8128629843998634,-0.1616058133380899,0.1443478260869565,0.0817391304347826
LTP269,20,3,7,SPACE,1,0.7839947549845298,0.7839947549845298,0.141793832047772,0.04,0.9147826086956522
LTP269,20,3,8,VENUS,1,0.8069108396396713,0.8069108396396713,-0.2060991860708818,0.1234782608695652,0.0139130434782608
LTP269,20,3,9,HIGHWAY,1,0.7917684935678706,0.7917684935678706,-0.0021136324749723,0.0608695652173912,0.4991304347826086
LTP269,20,3,10,SWAMP,1,0.774465475211126,0.774465475211126,0.042433848480669,0.017391304347826,0.662608695652174
LTP269,20,3,11,POCKET,1,0.8647364451458637,0.8647364451458637,0.1799123437160905,0.662608695652174,0.9582608695652174
LTP269,20,3,12,SEAFOOD,0,0.8714397415640627,0.8714397415640627,0.0971989101047217,0.8052173913043479,0.8278260869565217
LTP269,20,3,13,FLASK,1,0.8755921070315738,0.8755921070315738,0.0322196233198656,0.8139130434782609,0.6330434782608696
LTP269,20,3,14,PACKAGE,0,0.8480269820849105,0.8480269820849105,-0.0392666605191936,0.4695652173913043,0.4330434782608695
LTP269,20,3,15,SPOON,0,0.8733467728658776,0.8733467728658776,0.2182716661261074,0.817391304347826,0.9756521739130436
LTP269,20,3,16,RIFLE,0,0.845456952429323,0.845456952429323,-0.1830217678927797,0.4226086956521739,0.0156521739130435
LTP269,20,3,17,MAPLE,1,0.7853875598218666,0.7853875598218666,-0.0215054495862997,0.0243478260869565,0.4469565217391305
LTP269,20,3,18,SNACK,1,0.8700930068605853,0.8700930068605853,0.0841639750515852,0.8121739130434783,0.7669565217391304
LTP269,20,3,19,CLOCK,0,0.8412773092699201,0.8412773092699201,-0.0470253173839462,0.3739130434782608,0.337391304347826
LTP269,20,3,20,GARLIC,1,0.8478561661238848,0.8478561661238848,-0.2048792340513814,0.4452173913043478,0.0417391304347826
LTP269,20,3,21,SALT,1,0.8577525808846547,0.8577525808846547,0.2025093701799146,0.5756521739130435,0.954782608695652
LTP269,20,3,22,STONE,1,0.8455590476130238,0.8455590476130238,0.0724697482620875,0.4156521739130434,0.7565217391304347
LTP269,20,3,23,GANGSTER,1,0.8531903578833405,0.8531903578833405,-0.0383877445292044,0.5252173913043479,0.3913043478260869
LTP269,20,3,24,SPOOL,1,0.8759317608081173,0.8759317608081173,0.1438737429173639,0.8434782608695652,0.9165217391304348
LTP269,20,4,1,ROBIN,1,0.8267000700703666,0.8267000700703666,0.0059936341810602,0.2278260869565217,0.5095652173913043
LTP269,20,4,2,ROOSTER,1,0.8739351345124126,0.8739351345124126,0.0960960574241698,0.8052173913043479,0.8608695652173913
LTP269,20,4,3,HAMPER,1,0.8776533096832663,0.8776533096832663,-0.0543567996190457,0.8608695652173913,0.3391304347826087
LTP269,20,4,4,BUREAU,1,0.8481056879187182,0.8481056879187182,0.0855995553460855,0.4643478260869565,0.8347826086956522
LTP269,20,4,5,EUROPE,1,0.7833553902517592,0.7833553902517592,0.0752339010824491,0.0191304347826086,0.8121739130434783
LTP269,20,4,6,MAILMAN,1,0.8861671479145475,0.8861671479145475,0.0890144703117112,0.9391304347826088,0.8678260869565217
LTP269,20,4,7,IGLOO,1,0.8325409924052716,0.8325409924052716,-0.1390038199221442,0.2573913043478261,0.048695652173913
LTP269,20,4,8,ICEBERG,1,0.8876821069060299,0.8876821069060299,0.0208228685548874,0.951304347826087,0.6034782608695652
LTP269,20,4,9,BLACKBOARD,0,0.8364275966576777,0.8364275966576777,0.130149016435681,0.2973913043478261,0.9182608695652174
LTP269,20,4,10,NECKLACE,0,0.8920751078665804,0.8920751078665804,-0.1061864810497069,0.977391304347826,0.12
LTP269,20,4,11,TORTOISE,0,0.8903208672194993,0.8903208672194993,0.0484876576814046,0.9686956521739132,0.711304347826087
LTP269,20,4,12,NAPKIN,0,0.830847058505589,0.830847058505589,-0.0223343097680447,0.2434782608695652,0.4226086956521739
LTP269,20,4,13,ORANGE,0,0.8496063141778488,0.8496063141778488,0.118172330271896,0.4608695652173913,0.9008695652173913
LTP269,20,4,14,PLIERS,0,0.8613938080324707,0.8613938080324707,-0.1344144643579627,0.6173913043478261,0.0991304347826087
LTP269,20,4,15,EYELASH,0,0.8457708881993645,0.8457708881993645,-0.1378382555767076,0.3982608695652174,0.1043478260869564
LTP269,20,4,16,SUBWAY,0,0.8813924331838868,0.8813924331838868,0.009335338468035,0.8939130434782608,0.5739130434782609
LTP269,20,4,17,SPARROW,0,0.8315880837904761,0.8315880837904761,-0.0630956608918412,0.2556521739130435,0.2869565217391304
LTP269,20,4,18,DONOR,0,0.8315675817960843,0.8315675817960843,0.0482363164461633,0.2660869565217391,0.6939130434782609
LTP269,20,4,19,FOREST,0,0.8167333745173232,0.8167333745173232,0.041887439806247,0.1565217391304347,0.6573913043478261
LTP269,20,4,20,BANQUET,1,0.8804665441123554,0.8804665441123554,-0.0371972687358497,0.8852173913043478,0.4052173913043478
LTP269,20,4,21,SLUG,1,0.8572715800551118,0.8572715800551118,-0.1277743619258514,0.5652173913043479,0.1026086956521739
LTP269,20,4,22,FRUIT,1,0.8361139765390759,0.8361139765390759,-0.0209108540303348,0.2991304347826087,0.4626086956521739
LTP269,20,4,23,VALVE,1,0.8641682144160695,0.8641682144160695,-0.1190145722863528,0.6678260869565218,0.1217391304347825
LTP269,20,4,24,ZEBRA,0,0.8746059703804692,0.8746059703804692,0.1809125499861829,0.8191304347826087,0.9582608695652174
LTP269,20,5,1,GRAVEL,0,0.763814632543271,0.763814632543271,0.0146354309266124,0.0034782608695652,0.6017391304347826
LTP269,20,5,2,GOBLIN,0,0.8549162437898624,0.8549162437898624,0.0356202167748367,0.56,0.6695652173913044
LTP269,20,5,3,COSTUME,0,0.8635024222729227,0.8635024222729227,-0.0682797012270163,0.6834782608695652,0.2765217391304347
LTP269,20,5,4,BRAKE,0,0.8831027726169566,0.8831027726169566,-0.0608509501133344,0.937391304347826,0.3078260869565217
LTP269,20,5,5,AGENT,0,0.8009585834236626,0.8009585834236626,0.0110909168048791,0.0956521739130434,0.5808695652173913
LTP269,20,5,6,OMELET,0,0.8582828067629183,0.8582828067629183,0.2186366748197136,0.6069565217391304,0.9686956521739132
LTP269,20,5,7,FLUTE,0,0.8314454320959573,0.8314454320959573,0.0945039147173852,0.2643478260869565,0.8295652173913044
LTP269,20,5,8,PERMIT,0,0.8511050674618955,0.8511050674618955,0.0220024128638194,0.5060869565217392,0.6260869565217391
LTP269,20,5,9,SIDEWALK,0,0.8631804386116576,0.8631804386116576,-0.1400214898990867,0.6973913043478261,0.1165217391304347
LTP269,20,5,10,COTTAGE,0,0.8758909156267026,0.8758909156267026,0.0821247775031963,0.8678260869565217,0.808695652173913
LTP269,20,5,11,MOP,0,0.8051814414184967,0.8051814414184967,0.158817296833638,0.1060869565217391,0.937391304347826
LTP269,20,5,12,BOUQUET,0,0.8721551795140919,0.8721551795140919,0.0571506668951549,0.8452173913043478,0.7060869565217391
LTP269,20,5,13,SHORTCAKE,0,0.8479194798338935,0.8479194798338935,-0.1162950744942117,0.4782608695652174,0.1669565217391304
LTP269,20,5,14,LOFT,0,0.8936623034864498,0.8936623034864498,0.1427861973496623,0.9930434782608696,0.8956521739130435
LTP269,20,5,15,PERFUME,0,0.8734291246791815,0.8734291246791815,-0.01479502980038,0.8434782608695652,0.471304347826087
LTP269,20,5,16,ONION,0,0.8184943866090766,0.8184943866090766,0.0744815631603982,0.1826086956521738,0.7791304347826087
LTP269,20,5,17,CAFE,0,0.8112218739440568,0.8112218739440568,0.0374800289528303,0.1513043478260869,0.6556521739130434
LTP269,20,5,18,ROBBER,0,0.835814441682054,0.835814441682054,0.0442105331498987,0.3269565217391305,0.7078260869565217
LTP269,20,5,19,MAILBOX,1,0.864162268376336,0.864162268376336,0.0275264680542825,0.6817391304347826,0.6486956521739131
LTP269,20,5,20,DAISY,1,0.8306374093221401,0.8306374093221401,-0.282734333934741,0.28,0.0
LTP269,20,5,21,TURNIP,1,0.8865847632498886,0.8865847632498886,-0.0135348255439235,0.951304347826087,0.4556521739130434
LTP269,20,5,22,LUMBER,1,0.8707397038867947,0.8707397038867947,-0.0431900050869775,0.831304347826087,0.3582608695652174
LTP269,20,5,23,COOKBOOK,0,0.8439445473679708,0.8439445473679708,-0.037633743176771,0.48,0.3339130434782609
LTP269,20,5,24,ACTOR,1,0.7834359794150801,0.7834359794150801,0.0585882585998921,0.0643478260869565,0.711304347826087
LTP269,20,6,1,QUARTER,0,0.8292870082748054,0.8292870082748054,0.041042006423487,0.4399999999999999,0.6539130434782608
LTP269,20,6,2,DRAGON,0,0.8306347803527079,0.8306347803527079,-0.0826531695085839,0.6956521739130435,0.2608695652173913
LTP269,20,6,3,BARREL,0,0.8238147843715158,0.8238147843715158,0.0192964307870086,0.2782608695652173,0.5530434782608695
LTP269,20,6,4,PEBBLE,0,0.8490614143070598,0.8490614143070598,0.3506260409755919,0.56,0.9947826086956522
LTP269,20,6,5,LAKE,0,0.8328472319693281,0.8328472319693281,-0.0622806518890375,0.3826086956521739,0.3321739130434782
LTP269,20,6,6,GIRL,0,0.8517491203738518,0.8517491203738518,-0.0268730976239482,0.6991304347826087,0.3826086956521739
LTP269,20,6,7,KETCHUP,0,0.8648692301426166,0.8648692301426166,0.0722603368791429,0.9043478260869564,0.7739130434782608
LTP269,20,6,8,TREAT,0,0.7015034766482575,0.7015034766482575,-0.106259339095948,0.0,0.1565217391304347
LTP269,20,6,9,PATIENT,1,0.8130351110486567,0.8130351110486567,-0.0935335042499089,0.3391304347826087,0.1704347826086956
LTP269,20,6,10,OINTMENT,1,0.810605962473136,0.810605962473136,-0.0123347015361995,0.4104347826086957,0.4869565217391304
LTP269,20,6,11,BARLEY,1,0.8679654742497271,0.8679654742497271,0.1577584819474678,0.9495652173913044,0.937391304347826
LTP269,20,6,12,CANDY,1,0.8759739397327382,0.8759739397327382,0.1546328753643316,0.937391304347826,0.8765217391304347
LTP269,20,6,13,BANJO,1,0.8566019498309679,0.8566019498309679,-0.0173322862207039,0.7460869565217392,0.4608695652173913
LTP269,20,6,14,POPCORN,0,0.8286878111057876,0.8286878111057876,0.1127379594924257,0.4939130434782608,0.782608695652174
LTP269,20,6,15,RELISH,0,0.8188795169886013,0.8188795169886013,0.0370095549286054,0.4173913043478261,0.64
LTP269,20,6,16,SALAD,0,0.8215203402872857,0.8215203402872857,-0.0988566538461192,0.4504347826086956,0.1565217391304347
LTP269,20,6,17,SCALLOP,1,0.8335392786728582,0.8335392786728582,-0.067112892989877,0.4452173913043478,0.2539130434782608
LTP269,20,6,18,SALMON,1,0.8421923126513657,0.8421923126513657,0.1464687869028167,0.6921739130434783,0.9043478260869564
LTP269,20,6,19,PEPPER,1,0.8538199405826761,0.8538199405826761,0.2077180770551903,0.6104347826086957,0.9652173913043478
LTP269,20,6,20,VIKING,0,0.7717155180772352,0.7717155180772352,-0.1017127846341269,0.0939130434782609,0.1982608695652173
LTP269,20,6,21,MARS,1,0.8187932731141464,0.8187932731141464,0.0328463248572366,0.3356521739130435,0.6504347826086956
LTP269,20,6,22,PLUTO,1,0.8434903790712018,0.8434903790712018,-0.0047916868391558,0.5930434782608696,0.4886956521739131
LTP269,20,6,23,TUBA,0,0.8035334290813781,0.8035334290813781,-0.1855029179536333,0.2191304347826087,0.1426086956521739
LTP269,20,6,24,KNAPSACK,0,0.8281361353401419,0.8281361353401419,-0.0885169351026332,0.3704347826086956,0.2347826086956521
LTP269,20,7,1,DRAWING,1,0.8462129922247263,0.8462129922247263,0.0573366634428875,0.6,0.7669565217391304
LTP269,20,7,2,FRAME,1,0.876442446140095,0.876442446140095,0.1189989756483856,0.8556521739130435,0.8121739130434783
LTP269,20,7,3,SWORD,1,0.7842444807248717,0.7842444807248717,-0.1023025198201614,0.0573913043478261,0.1826086956521738
LTP269,20,7,4,RADISH,1,0.8593820517779297,0.8593820517779297,0.086465133004905,0.7495652173913043,0.8417391304347825
LTP269,20,7,5,CANYON,1,0.8242558045744297,0.8242558045744297,-0.0303449431417881,0.3826086956521739,0.4226086956521739
LTP269,20,7,6,TUNNEL,1,0.8657428269212849,0.8657428269212849,-0.0282777484423494,0.8539130434782609,0.3582608695652174
LTP269,20,7,7,BUBBLE,1,0.8648770412790825,0.8648770412790825,0.1057884369970825,0.8243478260869566,0.831304347826087
LTP269,20,7,8,BABY,1,0.824840033792277,0.824840033792277,0.1253403464706975,0.4469565217391305,0.8382608695652174
LTP269,20,7,9,MOTOR,0,0.7784788301629506,0.7784788301629506,-0.0291410815619352,0.1043478260869564,0.4417391304347826
LTP269,20,7,10,BALLOON,1,0.88242885338761,0.88242885338761,0.0857401920424578,0.9686956521739132,0.8017391304347826
LTP269,20,7,11,HARP,1,0.8763485237834715,0.8763485237834715,0.156820517952579,0.8608695652173913,0.9165217391304348
LTP269,20,7,12,MILK,0,0.8227101796827935,0.8227101796827935,0.1213038788138332,0.2747826086956522,0.8469565217391304
LTP269,20,7,13,ARM,0,0.8215531253490717,0.8215531253490717,0.1163190572145242,0.3304347826086956,0.8608695652173913
LTP269,20,7,14,SUNRISE,0,0.8691592002577591,0.8691592002577591,-0.1187274896915941,0.9182608695652174,0.1478260869565217
LTP269,20,7,15,DAUGHTER,0,0.8044344459415955,0.8044344459415955,0.0340285730071389,0.2608695652173913,0.5947826086956522
LTP269,20,7,16,RATTLE,0,0.881626406591044,0.881626406591044,0.1919991623375098,0.937391304347826,0.9217391304347826
LTP269,20,7,17,SUNSET,0,0.8354675948510333,0.8354675948510333,0.0540845940979938,0.5026086956521739,0.711304347826087
LTP269,20,7,18,LIGHTNING,0,0.8544381164976953,0.8544381164976953,-0.1095625114672293,0.7060869565217391,0.1669565217391304
LTP269,20,7,19,QUAIL,0,0.8562906755874884,0.8562906755874884,0.0511646952239698,0.7495652173913043,0.6765217391304348
LTP269,20,7,20,SPOUSE,0,0.8660788480028614,0.8660788480028614,0.0332080344749188,0.7947826086956522,0.6295652173913043
LTP269,20,7,21,WIDOW,0,0.8292881683931109,0.8292881683931109,0.0842091777711373,0.5982608695652174,0.7756521739130435
LTP269,20,7,22,HAND,0,0.7981324768730673,0.7981324768730673,-0.0115330477579667,0.1704347826086956,0.4695652173913043
LTP269,20,7,23,CHEMIST,0,0.8495951024819127,0.8495951024819127,-0.0797240968058423,0.7269565217391305,0.2295652173913043
LTP269,20,7,24,BEAKER,0,0.851184183796273,0.851184183796273,0.0990365831001648,0.6730434782608696,0.7773913043478261
LTP269,20,8,1,HELMET,0,0.8528075479063857,0.8528075479063857,0.0442315541298463,0.5165217391304349,0.6852173913043478
LTP269,20,8,2,SUITCASE,0,0.836807787375942,0.836807787375942,-0.0524612495242976,0.3756521739130435,0.3530434782608695
LTP269,20,8,3,FOREHEAD,0,0.8043327689798004,0.8043327689798004,-0.1376576358113854,0.1165217391304347,0.1321739130434782
LTP269,20,8,4,FREEZER,0,0.8204025507771311,0.8204025507771311,0.0676617216744039,0.2052173913043478,0.7391304347826086
LTP269,20,8,5,DINER,0,0.7937834435876499,0.7937834435876499,0.0275940457169871,0.0747826086956521,0.5913043478260869
LTP269,20,8,6,RAZOR,0,0.8494851005195061,0.8494851005195061,0.0896245436035991,0.48,0.7913043478260869
LTP269,20,8,7,XEROX,0,0.860653581225476,0.860653581225476,0.0631311606355782,0.6573913043478261,0.7008695652173913
LTP269,20,8,8,COD,0,0.8004418923026246,0.8004418923026246,0.0578352791310515,0.1078260869565217,0.7356521739130435
LTP269,20,8,9,JELLY,0,0.853706661369241,0.853706661369241,-0.032932093654093,0.5408695652173914,0.3739130434782608
LTP269,20,8,10,SILK,0,0.8689102777880695,0.8689102777880695,-0.1063627889738534,0.7982608695652174,0.1547826086956522
LTP269,20,8,11,PADDING,0,0.8533070646582951,0.8533070646582951,-0.1461734048541892,0.5426086956521738,0.1008695652173913
LTP269,20,8,12,RAFT,0,0.856853932347616,0.856853932347616,-0.0303760306340544,0.6104347826086957,0.4121739130434783
LTP269,20,8,13,CARROT,0,0.8494274732103397,0.8494274732103397,-0.0059465228829467,0.4695652173913043,0.4973913043478261
LTP269,20,8,14,BUNNY,0,0.8497404588815575,0.8497404588815575,0.0057422808871349,0.4904347826086956,0.48
LTP269,20,8,15,SEAL,0,0.7742275006150396,0.7742275006150396,-0.0490420031383118,0.0208695652173912,0.3269565217391305
LTP269,20,8,16,BUTCHER,0,0.8456037263877912,0.8456037263877912,0.1408388267962501,0.4278260869565217,0.9252173913043478
LTP269,20,8,17,COCKTAIL,0,0.8593575162003194,0.8593575162003194,0.0768830429698903,0.6243478260869566,0.7495652173913043
LTP269,20,8,18,PILOT,0,0.872342987623187,0.872342987623187,-0.2055935839935338,0.8121739130434783,0.0156521739130435
LTP269,20,8,19,FRECKLE,0,0.8610563266679357,0.8610563266679357,-0.0039612505536824,0.6608695652173913,0.52
LTP269,20,8,20,HUMAN,0,0.7997007246772987,0.7997007246772987,-0.2518012852806615,0.1043478260869564,0.0069565217391304
LTP269,20,8,21,OX,0,0.7969800621004414,0.7969800621004414,0.0753650663819774,0.0852173913043478,0.7617391304347826
LTP269,20,8,22,SCARF,0,0.8645521727373404,0.8645521727373404,0.1501005085246954,0.7078260869565217,0.9304347826086956
LTP269,20,8,23,TART,0,0.8322835026589182,0.8322835026589182,0.0881227289028482,0.2782608695652173,0.8347826086956522
LTP269,20,8,24,MEAT,0,0.8549389547022658,0.8549389547022658,0.0068506944423507,0.5321739130434783,0.5443478260869565
LTP269,20,9,1,INMATE,1,0.8485628017383249,0.8485628017383249,-0.0060486254956525,0.4399999999999999,0.4504347826086956
LTP269,20,9,2,BRIEFCASE,1,0.8512066926001005,0.8512066926001005,-0.0171183036558354,0.471304347826087,0.4399999999999999
LTP269,20,9,3,ROBOT,1,0.838480667806408,0.838480667806408,-0.0588061407346529,0.3252173913043478,0.2852173913043478
LTP269,20,9,4,TWISTER,1,0.8401223943887692,0.8401223943887692,-0.2203380736134696,0.328695652173913,0.0139130434782608
LTP269,20,9,5,PIZZA,0,0.8300780772819526,0.8300780772819526,-0.0979224338599725,0.2365217391304347,0.1165217391304347
LTP269,20,9,6,PIGEON,0,0.8939994828279073,0.8939994828279073,-0.0444499804564889,0.9686956521739132,0.2921739130434783
LTP269,20,9,7,CROWN,0,0.8643227185218537,0.8643227185218537,-0.1584910634693107,0.6191304347826088,0.0504347826086956
LTP269,20,9,8,BASEMENT,0,0.8657966816140771,0.8657966816140771,0.054085081755468,0.6417391304347826,0.7408695652173913
LTP269,20,9,9,GARDEN,0,0.84106391098363,0.84106391098363,-0.1158365519886647,0.3356521739130435,0.0852173913043478
LTP269,20,9,10,BLUEPRINT,0,0.9027759888610112,0.9027759888610112,-0.0138734365166207,1.0,0.457391304347826
LTP269,20,9,11,CELLAR,0,0.8629107080369398,0.8629107080369398,-0.1032201021782219,0.5965217391304347,0.168695652173913
LTP269,20,9,12,OUTFIT,0,0.8730251030173881,0.8730251030173881,0.1552026421590946,0.7460869565217392,0.9304347826086956
LTP269,20,9,13,REBEL,1,0.8402869101535451,0.8402869101535451,0.0576959922156921,0.3339130434782609,0.7130434782608696
LTP269,20,9,14,PLAYGROUND,1,0.8570487160037923,0.8570487160037923,-0.0445169949887619,0.5426086956521738,0.328695652173913
LTP269,20,9,15,BANKER,0,0.8881477530952168,0.8881477530952168,0.0313338849693601,0.9165217391304348,0.6347826086956522
LTP269,20,9,16,LIZARD,0,0.8689997862619633,0.8689997862619633,-0.1143311276252991,0.7095652173913043,0.1060869565217391
LTP269,20,9,17,PUDDING,0,0.8795035132624622,0.8795035132624622,0.0955598252754921,0.8486956521739131,0.8208695652173913
LTP269,20,9,18,JELLO,0,0.8585797274500171,0.8585797274500171,-0.0662892996916205,0.5582608695652174,0.2347826086956521
LTP269,20,9,19,MARKET,0,0.8670475965261482,0.8670475965261482,0.1660380431021916,0.6539130434782608,0.928695652173913
LTP269,20,9,20,SUPPER,0,0.7920325300995813,0.7920325300995813,-0.1139292077794036,0.0678260869565217,0.1217391304347825
LTP269,20,9,21,DRILL,0,0.8657267502169792,0.8657267502169792,0.0416166949627324,0.6556521739130434,0.6747826086956521
LTP269,20,9,22,COIN,0,0.8388659560327786,0.8388659560327786,-0.0126687836052499,0.3199999999999999,0.4417391304347826
LTP269,20,9,23,PERCH,0,0.8892862071997513,0.8892862071997513,0.1296942816884542,0.954782608695652,0.8921739130434783
LTP269,20,9,24,TROUT,0,0.7994202596181156,0.7994202596181156,-0.0186641409781013,0.1008695652173913,0.4173913043478261
LTP269,20,10,1,SPONGE,0,0.8629401923354271,0.8629401923354271,-0.1558100011757592,0.6156521739130435,0.0539130434782608
LTP269,20,10,2,PAIL,0,0.8457415301102614,0.8457415301102614,-0.1390671213356316,0.408695652173913,0.0869565217391304
