onset	duration	trial_type	sample	stim_file	subject	experiment	session	trial	item_name	item_num	list	answer	test_x	test_y	test_z
773.94	n/a	STOP	386970	n/a	LTP293	ltpFR2	5	n/a	n/a	n/a	5	n/a	n/a	n/a	n/a
777.158	n/a	REC_START	388579	n/a	LTP293	ltpFR2	5	3	n/a	n/a	n/a	n/a	0	0	0
778.114	n/a	REC_WORD	389057	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CABBAGE	210	n/a	n/a	0	0	0
779.16	n/a	REC_WORD	389580	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	DRAWING	494	n/a	n/a	0	0	0
780.256	n/a	REC_WORD	390128	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BOYFRIEND	162	n/a	n/a	0	0	0
781.37	n/a	REC_WORD	390685	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	CRITIC	410	n/a	n/a	0	0	0
782.488	n/a	REC_WORD	391244	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	PILOT	1070	n/a	n/a	0	0	0
783.666	n/a	REC_WORD	391833	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	BATHTUB	100	n/a	n/a	0	0	0
784.836	n/a	REC_WORD	392418	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	MILDEW	893	n/a	n/a	0	0	0
786.058	n/a	REC_WORD	393029	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	FIDDLER	-1	n/a	n/a	0	0	0
787.968	n/a	REC_WORD	393984	wordpools/wasnorm_wordpool_576.txt	LTP293	ltpFR2	5	3	SLUG	1329	n/a	n/a	0	0	0
